HASH,CATEG,REPO,TIME
18d0a2fef8e9a571aff43b9ef748c957b17418c8,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/serverless-azure-go/Pulumi.yaml,2022-10-07T15-14-09
f829dffa661ad6fbfd73b12045366daad090be07,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-azure-typescript/Pulumi.yaml,2022-10-06T17-57-56
7fe9d327aa1f2f32dc6dca56d6db197c34cc0b44,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azure-python/Pulumi.yaml,2022-10-05T13-59-05
3025a050feb57ae0cfb692bd63613e84512f9304,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/container-aws-go/Pulumi.yaml,2022-09-19T21-39-49
af5b98f50185f862d7aede3276b4b36ad0c2cbba,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-09-16T16-55-39
0460286220f7b4bd904373f4756fdec1722eeea1,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azure-python/Pulumi.yaml,2022-09-12T09-52-41
c6de53dc5de261cfd277a29a55dea866365cf006,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-javascript/Pulumi.yaml,2022-07-20T18-52-36
3d24ba7b7aa758decbe66514af217a5d5c417d0a,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azuredevops-python/Pulumi.yaml,2022-07-11T13-14-56
49377a3a7e1a132c64dbd1a8f5b72cbd1e52908b,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/python/Pulumi.yaml,2022-07-11T13-13-41
1bc63979cdf77899ab3d7b9749cc3bfb272609d7,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/java-jbang/Pulumi.yaml,2022-06-10T14-38-48
